SPU,Action,ProductID
MK6421,保留,"16067882812723406275592665"""
MK6421,删除,"16067882803768231694982665"""
MK4193,保留,"16067882808661977348012665"""
MK4193,删除,"16067882807023178893502665"""
MK14609,保留,"16067884302411673609062665"""
MK14609,删除,"16067883726032430714512665"""
MK14609,删除,"16067735015953486359362665"""
MK22654,保留,"16067883224078931733472665"""
MK22654,删除,"16067883215338002201482665"""
MK4709,保留,"16067882808635134287292665"""
MK4709,删除,"16067882796999799442972665"""
MK23104,保留,"16067883231661394987582665"""
MK23104,删除,"16067883218703343962162665"""
MK3265,保留,"16067882818090604968162665"""
MK3265,删除,"16067882805470615316562665"""
MK3265,删除,"16067882796330052984802665"""
MK23017,保留,"16067883233916085046532665"""
MK23017,删除,"16067883218756192666982665"""
MK23142,删除,"16067883750551660804582665"""
MK23142,保留,"16067883741736408681252665"""
MK15037,删除,"16067883733587547104112665"""
MK15037,保留,"16067883728619141871682665"""
MK15513,保留,"16067883746532007624262665"""
MK15513,删除,"16067883746461376021262665"""
MK15513,删除,"16067883736512989774592665"""
MK15505,保留,"16067883891691500833962665"""
MK15505,删除,"16067883864131735887572665"""
MK15505,删除,"16067883746188410235102665"""
MK4111,删除,"16067883748355355455592665"""
MK4111,保留,"16067882815578384645582665"""
MK4111,删除,"16067882809152040307682665"""
MK22578,保留,"16067883222205084959722665"""
MK22578,删除,"16067883212590733077422665"""
MK22840,保留,"16067883219804768185242665"""
MK22840,删除,"16067883214947429091412665"""
MK15269,保留,"16067883862304025493912665"""
MK15269,删除,"16067883742411188308542665"""
MK24013,删除,"16067883855934387666032665"""
MK24013,保留,"16067883752093822980792665"""
MK22747,保留,"16067883226978706231572665"""
MK22747,删除,"16067883215798872810262665"""
MK22896,保留,"16067883220418814775282665"""
MK22896,删除,"16067883214654498903512665"""
MK5430,保留,"16067882825240215563342665"""
MK5430,删除,"16067882797549756100242665"""
MK12164,删除,"16067883267080110754942665"""
MK12164,保留,"16067883205943935643802665"""
MK22653,保留,"16067883230584129468712665"""
MK22653,删除,"16067883217194736700302665"""
MK11275,保留,"16067882870754789794912665"""
MK11275,删除,"16067882863210243047272665"""
MK3295,保留,"16067882823516692172382665"""
MK3295,删除,"16067882796794613613342665"""
MK22760,保留,"16067883229583201239492665"""
MK22760,删除,"16067883214834350654452665"""
MK8451,删除,"16067884303718618726862665"""
MK8451,保留,"16067882826851667650542665"""
MK24028,保留,"16067883749893322848562665"""
MK24028,删除,"16067883739838905074762665"""
MK21922,保留,"16067883898848492929862665"""
MK21922,删除,"16067883859242686887792665"""
MK21922,删除,"16067883743725514932142665"""
MK11348,保留,"16067882873963432350402665"""
MK11348,删除,"16067882863132900565502665"""
MK23128,保留,"16067883225239412248762665"""
MK23128,删除,"16067883223841366361962665"""
MK23028,保留,"16067883234472417054032665"""
MK23028,删除,"16067883232573236680332665"""
MK11276,保留,"16067882870711001258592665"""
MK11276,删除,"16067882862696189143142665"""
MK21936,删除,"16067883901600795215922665"""
MK21936,保留,"16067883868314799147802665"""
MK21936,删除,"16067883748036924379802665"""
MK22686,保留,"16067883229398987416522665"""
MK22686,删除,"16067883217203628617282665"""
MK11048,保留,"16067883898521337693812665"""
MK11048,删除,"16067883863534634289032665"""
MK11048,删除,"16067883748595605668322665"""
MK23101,保留,"16067883231582877615892665"""
MK23101,删除,"16067883228035503066572665"""
MK12061,保留,"16067882877421719880472665"""
MK12061,删除,"16067882875934754750622665"""
MK5423,保留,"16067882826005424866152665"""
MK5423,删除,"16067882810907775482732665"""
MK3289,删除,"16067882803310045930922665"""
MK3289,保留,"16067882795809623260292665"""
MK22748,保留,"16067883229712721348802665"""
MK22748,删除,"16067883214931154715182665"""
MK22629,保留,"16067883219145926916012665"""
MK22629,删除,"16067883212918560358432665"""
MK11674,删除,"16067883738569708679492665"""
MK11674,保留,"16067882874925605208792665"""
MK11674,删除,"16067882869239303872292665"""
MK12044,保留,"16067882877351758899092665"""
MK12044,删除,"16067882872490225013062665"""
MK15668,删除,"16067883879252704644712665"""
MK15668,保留,"16067883743270349062902665"""
MK22778,保留,"16067883219803594267652665"""
MK22778,删除,"16067883217369051970712665"""
MK21932,删除,"16067883860095976089632665"""
MK21932,保留,"16067883739786896185502665"""
MK22540,保留,"16067883219077811417932665"""
MK22540,删除,"16067883212204353799912665"""
MK11346,保留,"16067882878457712492382665"""
MK11346,删除,"16067882862835607810742665"""
MK4029,保留,"16067882808998024985592665"""
MK4029,删除,"16067882805955980178942665"""
MK22776,保留,"16067883233480715807262665"""
MK22776,删除,"16067883225218272471502665"""
MK12259,删除,"16067883860190935133352665"""
MK12259,保留,"16067883744710673058942665"""
MK4131,保留,"16067882816312220556812665"""
MK4131,删除,"16067882809457050099582665"""
MK12258,删除,"16067883750296647602262665"""
MK12258,保留,"16067883746997239827262665"""
MK22743,保留,"16067883230757103042822665"""
MK22743,删除,"16067883224913933781042665"""
MK23027,保留,"16067883233645132525632665"""
MK23027,删除,"16067883216968412053612665"""
MK9056,删除,"16067883740150458451772665"""
MK9056,保留,"16067882829111558643482665"""
MK22579,保留,"16067883228269041916602665"""
MK22579,删除,"16067883213779398834002665"""
MK22871,保留,"16067883220204233703062665"""
MK22871,删除,"16067883214594435987742665"""
MK16102,删除,"16067883753480963204602665"""
MK16102,删除,"16067883753399090389252665"""
MK16102,保留,"16067883197532678407362665"""
MK3251,删除,"16067882802780221443272665"""
MK3251,保留,"16067882794960193299182665"""
MK22468,保留,"16067883225395775418562665"""
MK22468,删除,"16067883211924006998332665"""
MK5562,保留,"16067882819685279831232665"""
MK5562,删除,"16067882802259791724452665"""
MK5816,删除,"16067884303602352147162665"""
MK5816,保留,"16067882817500214740682665"""
MK5816,删除,"16067882805019476463192665"""
MK12219,删除,"16067884302646554628732665"""
MK12219,保留,"16067883266153001796052665"""
MK6418,保留,"16067882822098849638692665"""
MK6418,删除,"16067882803935667829522665"""
MK5906,保留,"16067882820043472910752665"""
MK5906,删除,"16067882811237112234772665"""
MK12226,删除,"16067883865932937308522665"""
MK12226,保留,"16067883739581710828802665"""
MK23024,保留,"16067883234633646091202665"""
MK23024,删除,"16067883232420227983592665"""
MK22874,保留,"16067883228991468835012665"""
MK22874,删除,"16067883217700066928172665"""
MK22556,保留,"16067883228213677101942665"""
MK22556,删除,"16067883213288665748762665"""
MK22916,保留,"16067883231260754595662665"""
MK22916,删除,"16067883227713380037902665"""
MK6424,保留,"16067882827182010551812665"""
MK6424,删除,"16067882803779639719692665"""
MK15017,保留,"16067883742988324057152665"""
MK15017,删除,"16067883730235794408662665"""
MK5907,保留,"16067882812828263396722665"""
MK5907,删除,"16067882811589601536362665"""
MK22845,保留,"16067883234144925794122665"""
MK22845,删除,"16067883215128622550712665"""
MK6425,保留,"16067882817617823025042665"""
MK6425,删除,"16067882808169063228472665"""
MK3278,保留,"16067882823340867428742665"""
MK3278,删除,"16067882796716431784652665"""
MK5561,保留,"16067882816677795608202665"""
MK5561,删除,"16067882798425359005002665"""
MK22557,保留,"16067883232920189023452665"""
MK22557,删除,"16067883213116195967582665"""
MK11347,保留,"16067882874471445974222665"""
MK11347,删除,"16067882863328355133232665"""
MK5433,保留,"16067882803620256648512665"""
MK5433,删除,"16067882797617200510452665"""
MK22983,保留,"16067883223668561510832665"""
MK22983,删除,"16067883221832462513372665"""
MK23020,保留,"16067883226431936758062665"""
MK23020,删除,"16067883223838514235202665"""
MK22448,保留,"16067883228103114766032665"""
MK22448,删除,"16067883211321368919832665"""
MK12245,删除,"16067883859583097078642665"""
MK12245,保留,"16067883750462741558452665"""
MK3743,删除,"16067883205215804469012665"""
MK3743,保留,"16067882808388509208502665"""
MK3743,删除,"16067882797060700261332665"""
MK5460,保留,"16067882806354271292632665"""
MK5460,删除,"16067882797546400656982665"""
MK12473,保留,"16067883855717458747692665"""
MK12473,删除,"16067883753333490992002665"""
MK22649,保留,"16067883224721499592102665"""
MK22649,删除,"16067883219255817682682665"""
MK20826,保留,"16067882873970310527842665"""
MK20826,删除,"16067882869569143451952665"""
MK5464,保留,"16067882812683308728942665"""
MK5464,删除,"16067882810360670473612665"""
MK4001,保留,"16067882823712650528752665"""
MK4001,删除,"16067882800210455272502665"""
MK22027,删除,"16067883862597795025522665"""
MK22027,保留,"16067883749802894140922665"""
MK6335,保留,"16067883888200497248452665"""
MK6335,删除,"16067883873860507414692665"""
MK6335,删除,"16067883748664056230982665"""
MK6335,删除,"16067882826283758880682665"""
MK6335,删除,"16067882798520318050932665"""
MK22552,保留,"16067883232758624431232665"""
MK22552,删除,"16067883213131294976432665"""
MK4179,保留,"16067882818073324918442665"""
MK4179,删除,"16067882798955687287332665"""
MK23140,保留,"16067883861840303239642665"""
MK23140,删除,"16067883735955986678432665"""
MK23001,保留,"16067883223674433536552665"""
MK23001,删除,"16067883216680682794172665"""
MK3296,保留,"16067882823422236444442665"""
MK3296,删除,"16067882796322503236142665"""
MK4914,保留,"16067882812528790578742665"""
MK4914,删除,"16067882807186421678522665"""
MK4914,删除,"16067882803466409574872665"""
MK12048,保留,"16067882877726393643132665"""
MK12048,删除,"16067882872397614779212665"""
MK22842,保留,"16067883225925767677562665"""
MK22842,删除,"16067883220092665692752665"""
MK12197,删除,"16067883862707182476042665"""
MK12197,保留,"16067883748820084342342665"""
MK6549,删除,"16067884306644565199782665"""
MK6549,保留,"16067882820926961590152665"""
MK11330,删除,"16067883745189327504652665"""
MK11330,保留,"16067882862977879088752665"""
MK5647,保留,"16067882816685009812272665"""
MK5647,删除,"16067882800882717834852665"""
MK3678,保留,"16067882815165665613462665"""
MK3678,删除,"16067882807903983212482665"""
MK3678,删除,"16067882796208753232162665"""
MK23029,保留,"16067883229201687355112665"""
MK23029,删除,"16067883223043274188842665"""
MK11970,删除,"16067883205231072217492665"""
MK11970,保留,"16067882868605124620952665"""
MK22773,保留,"16067883233328882489472665"""
MK22773,删除,"16067883221149126984922665"""
MK4902,保留,"16067882819147066255572665"""
MK4902,删除,"16067882802034305945582665"""
MK22581,保留,"16067883222576029208062665"""
MK22581,删除,"16067883213924857778092665"""
MK4256,保留,"16067882823802072609632665"""
MK4256,删除,"16067882809225020720492665"""
MK22553,保留,"16067883225742057637112665"""
MK22553,删除,"16067883213520191324622665"""
MK3599,保留,"16067882805786698067652665"""
MK3599,删除,"16067882798672487401342665"""
MK23023,保留,"16067883233792772027172665"""
MK23023,删除,"16067883217124105098062665"""
MK4143,保留,"16067882806189519512172665"""
MK4143,删除,"16067882800085464528322665"""
MK4840,保留,"16067882818924768627122665"""
MK4840,删除,"16067882801830631016792665"""
MK2902,删除,"16067882815018864972102665"""
MK2902,保留,"16067882795191550624392665"""
MK6420,保留,"16067882808107825909402665"""
MK6420,删除,"16067882804090354246292665"""
MK7047,删除,"16067884306657483656992665"""
MK7047,保留,"16067882826454383168812665"""
MK5901,保留,"16067882819846341105362665"""
MK5901,删除,"16067882799873400515742665"""
MK16429,删除,"16067883202848707549072665"""
MK16429,保留,"16067883199800119143282665"""
MK22469,保留,"16067883229978304200432665"""
MK22469,删除,"16067883211785091168672665"""
MK22742,保留,"16067883219571061574092665"""
MK22742,删除,"16067883214786200043592665"""
MK22850,保留,"16067883231102378152522665"""
MK22850,删除,"16067883218278545334162665"""
MK3616,保留,"16067882805810521714882665"""
MK3616,删除,"16067882800046038553712665"""
MK3619,保留,"16067882806001278664682665"""
MK3619,删除,"16067882800354906621682665"""
MK22791,保留,"16067883221254487423542665"""
MK22791,删除,"16067883219895701184552665"""
MK5426,保留,"16067882810876402565672665"""
MK5426,删除,"16067882803581165733862665"""
MK14485,删除,"16067883440530352219342665"""
MK14485,保留,"16067883201270809902042665"""
MK24007,保留,"16067883901894899805102665"""
MK24007,删除,"16067883858158878732602665"""
MK24007,删除,"16067883752778165620522665"""
MK22211,删除,"16067883860082387029942665"""
MK22211,保留,"16067883741420493705512665"""
MK22823,保留,"16067883234115397892862665"""
MK22823,删除,"16067883218059267115672665"""
MK4597,保留,"16067882818762532473892665"""
MK4597,删除,"16067882797387185364902665"""
MK3253,保留,"16067882814996551273762665"""
MK3253,删除,"16067882794775475664692665"""
MK24003,删除,"16067883899022808681172665"""
MK24003,删除,"16067883861201762883192665"""
MK24003,保留,"16067883752472484741622665"""
MK2828,保留,"16067882817881225794142665"""
MK2828,删除,"16067882794471808052302665"""
MK12026,保留,"16067882872259202272972665"""
MK12026,删除,"16067882867332740565862665"""
MK5467,保留,"16067882810552266757432665"""
MK5467,删除,"16067882801808820633662665"""
MK2972,删除,"16067882809679180431782665"""
MK2972,保留,"16067882794963213198112665"""
MK6259,删除,"16067884305723496042972665"""
MK6259,保留,"16067882811427533638152665"""
MK6259,删除,"16067882804545687404732665"""
MK4841,保留,"16067882810708294381542665"""
MK4841,删除,"16067882803468255068672665"""
MK24002,删除,"16067883749149757121172665"""
MK24002,保留,"16067883749149756639182665"""
MK24002,删除,"16067883748282877881282665"""
MK22824,保留,"16067883230925713590502665"""
MK22824,删除,"16067883217872200674902665"""
MK5900,保留,"16067882806783264700912665"""
MK5900,删除,"16067882799719553925352665"""
MK14876,保留,"16067883737132069043012665"""
MK14876,删除,"16067883722457709294562665"""
MK22648,保留,"16067883230430114621782665"""
MK22648,删除,"16067883215280120802352665"""
MK21376,保留,"16067882877422054948582665"""
MK21376,删除,"16067882873799518467792665"""
MK0385,保留,"16067884302231150761442665"""
MK0385,删除,"16067882465185390107492665"""
MK3597,保留,"16067882815945973928572665"""
MK3597,删除,"16067882796623318712932665"""
MK11581,保留,"16067883740645386325752665"""
MK11581,删除,"16067882865315783650702665"""
MK22946,保留,"16067883229091125499892665"""
MK22946,删除,"16067883226278593012082665"""
MK5429,保留,"16067882810373756702402665"""
MK5429,删除,"16067882806381450855452665"""
MK22283,删除,"16067883888900778729032665"""
MK22283,保留,"16067883858423120366032665"""
MK22283,删除,"16067883750123170711462665"""
MK11279,保留,"16067882871852523034532665"""
MK11279,删除,"16067882863016969516442665"""
MK23084,保留,"16067883233755862632292665"""
MK23084,删除,"16067883227876287283352665"""
MK22029,保留,"16067883880498413409942665"""
MK22029,删除,"16067883857795316467802665"""
MK22029,删除,"16067883744084715121682665"""
MK24031,删除,"16067883860517755783862665"""
MK24031,保留,"16067883749355445299362665"""
MK12209,删除,"16067883863680260524732665"""
MK12209,保留,"16067883738421398088322665"""
MK21933,删除,"16067883859365663881962665"""
MK21933,保留,"16067883743872986662312665"""
MK4913,保留,"16067882812449769409452665"""
MK4913,删除,"16067882799224793349542665"""
MK22576,保留,"16067883228361652150042665"""
MK22576,删除,"16067883212613550579122665"""
MK22746,保留,"16067883227096817833272665"""
MK22746,删除,"16067883220936391405222665"""
MK12414,保留,"16067883855723163001252665"""
MK12414,删除,"16067883750854321785402665"""
MK22910,保留,"16067883229023345066472665"""
MK22910,删除,"16067883226214336274352665"""
MK12225,保留,"16067883901656495574162665"""
MK12225,删除,"16067883857909233756702665"""
MK12225,删除,"16067883744469752235422665"""
MK22985,保留,"16067883232216049746612665"""
MK22985,删除,"16067883216678669528212665"""
MK5451,保留,"16067882804316007793472665"""
MK5451,删除,"16067882799383506290412665"""
MK22594,保留,"16067883222488787200082665"""
MK22594,删除,"16067883213496031656062665"""
MK22847,保留,"16067883220006765867842665"""
MK22847,删除,"16067883218066481319162665"""
MK11339,保留,"16067882874727634536342665"""
MK11339,删除,"16067882863440594699182665"""
MK5564,保留,"16067882819700882159822665"""
MK5564,删除,"16067882797711152921292665"""
MK22068,保留,"16067883873472114872272665"""
MK22068,删除,"16067883747708258236992665"""
MK22837,保留,"16067883233947626213342665"""
MK22837,删除,"16067883227366931011412665"""
MK6516,保留,"16067882804707923078102665"""
MK6516,删除,"16067882801115418300542665"""
MK21381,保留,"16067882877561976931182665"""
MK21381,删除,"16067882867739923591802665"""
MK12129,删除,"16067883743992608213942665"""
MK12129,保留,"16067882871599522614152665"""
MK23004,保留,"16067883231416782694682665"""
MK23004,删除,"16067883216849629849282665"""
MK22895,保留,"16067883231164621625822665"""
MK22895,删除,"16067883221525103922852665"""
MK6426,保留,"16067882818132884036342665"""
MK6426,删除,"16067882804132632831722665"""
MK2962,删除,"16067882801456666392062665"""
MK2962,保留,"16067882795469716868872665"""
MK4912,保留,"16067882825751082277182665"""
MK4912,删除,"16067882807328188672282665"""
MK5459,保留,"16067882825326450454722665"""
MK5459,删除,"16067882797703939205002665"""
MK23097,保留,"16067883231354707486452665"""
MK23097,删除,"16067883217022770234212665"""
MK12144,删除,"16067883207520826179492665"""
MK12144,保留,"16067882878265277828702665"""
MK22229,删除,"16067883860250997567142665"""
MK22229,保留,"16067883745691972420402665"""
MK7153,删除,"16067883880943848492722665"""
MK7153,删除,"16067883857128925929412665"""
MK7153,删除,"16067883750710541043882665"""
MK7153,保留,"16067882826545147908892665"""
MK11342,保留,"16067882874524294686472665"""
MK11342,删除,"16067882863483041057552665"""
MK5524,保留,"16067882806512480913492665"""
MK5524,删除,"16067882800726689723002665"""
MK3292,保留,"16067882815913929443552665"""
MK3292,删除,"16067882798886564671262665"""
MK4434,删除,"16067884305222695662562665"""
MK4434,保留,"16067882828653205103132665"""
MK5425,保留,"16067882825909794260052665"""
MK5425,删除,"16067882798323353530632665"""
MK5466,保留,"16067882802356596741402665"""
MK5466,删除,"16067882801630982153202665"""
MK3689,保留,"16067882815397190711482665"""
MK3689,删除,"16067882796435413902882665"""
MK22708,保留,"16067883229439923335962665"""
MK22708,删除,"16067883224886084076132665"""
MK7694,保留,"16067883752290619728162665"""
MK7694,删除,"16067883750962367056822665"""
MK7694,删除,"16067883749191196363892665"""
MK23005,保留,"16067883234629284014902665"""
MK23005,删除,"16067883222893621430142665"""
MK12083,删除,"16067883735131050970702665"""
MK12083,保留,"16067882877613147441162665"""
MK12083,删除,"16067882871461949447792665"""
MK5525,保留,"16067882806547545296382665"""
MK5525,删除,"16067882797782120546442665"""
MK12199,删除,"16067883739403704566302665"""
MK12199,保留,"16067883266426805954902665"""
MK5445,保留,"16067882825404296738392665"""
MK5445,删除,"16067882810991829812832665"""
MK12052,保留,"16067882876635204000072665"""
MK12052,删除,"16067882873774520415302665"""
MK22852,保留,"16067883231813396566342665"""
MK22852,删除,"16067883217541690006312665"""
MK6422,保留,"16067882825533649553592665"""
MK6422,删除,"16067882811518634395032665"""
MK12149,删除,"16067883738919346347562665"""
MK12149,保留,"16067882868145093840002665"""
MK23145,删除,"16067883901163245420752665"""
MK23145,保留,"16067883856786838491612665"""
MK23145,删除,"16067883746701793529302665"""
MK4291,保留,"16067882823866664897182665"""
MK4291,删除,"16067882810198099248052665"""
MK12043,保留,"16067882875965625311912665"""
MK12043,删除,"16067882874371286474982665"""
MK5428,保留,"16067882825934960568102665"""
MK5428,删除,"16067882802162987184562665"""
MK6435,保留,"16067882820768919735222665"""
MK6435,删除,"16067882801106358118442665"""
MK5461,保留,"16067882825371413394402665"""
MK5461,删除,"16067882798260103907092665"""
MK22554,保留,"16067883222663438505482665"""
MK22554,删除,"16067883212394943451442665"""
MK22286,保留,"16067883855591126310032665"""
MK22286,删除,"16067883749002620453662665"""
MK5986,保留,"16067882819908080782542665"""
MK5986,删除,"16067882811227214156332665"""
MK4289,保留,"16067882816152668744172665"""
MK4289,删除,"16067882797227130721762665"""
MK12087,删除,"16067884305612095326782665"""
MK12087,保留,"16067882876363748639582665"""
MK12024,保留,"16067882876644599241502665"""
MK12024,删除,"16067882873363646880962665"""
MK6417,保留,"16067882804643163031652665"""
MK6417,删除,"16067882803946573020852665"""
MK22945,保留,"16067883231131570509462665"""
MK22945,删除,"16067883218425848807262665"""
MK5446,保留,"16067882819535962125432665"""
MK5446,删除,"16067882810548743056252665"""
MK2844,删除,"16067882802516819149082665"""
MK2844,保留,"16067882794651828067332665"""
MK24016,删除,"16067883868171186177232665"""
MK24016,保留,"16067883738732783704472665"""
MK23015,保留,"16067883223747078404862665"""
MK23015,删除,"16067883216926972806922665"""
MK22777,保留,"16067883224217679793152665"""
MK22777,删除,"16067883214307546080722665"""
MK22541,保留,"16067883225594418142812665"""
MK22541,删除,"16067883211581416252762665"""
MK11343,保留,"16067882872001840257692665"""
MK11343,删除,"16067882863495959030142665"""
MK15574,保留,"16067883736532115794482665"""
MK15574,删除,"16067883730950672059332665"""
MK4432,保留,"16067882816135892015412665"""
MK4432,删除,"16067882809508723926002665"""
MK22775,保留,"16067883224110137357752665"""
MK22775,删除,"16067883217700234217542665"""
MK11344,保留,"16067882873808075329102665"""
MK11344,删除,"16067882862672197733112665"""
MK3256,删除,"16067882802842799983972665"""
MK3256,保留,"16067882795129810947742665"""
MK22503,保留,"16067883233587251129942665"""
MK22503,删除,"16067883232484820751602665"""
MK21430,保留,"16067882876463237533652665"""
MK21430,删除,"16067882872469924098772665"""
MK15580,保留,"16067883733959497497482665"""
MK15580,删除,"16067883730654385943282665"""
MK3506,保留,"16067882815779543951282665"""
MK3506,删除,"16067882796167984596002665"""
MK4566,保留,"16067882802998493026052665"""
MK4566,删除,"16067882800319171149802665"""
MK22948,保留,"16067883232073107392832665"""
MK22948,删除,"16067883216649477661592665"""
MK22780,保留,"16067883219725580211962665"""
MK22780,删除,"16067883217877234320762665"""
MK2204,删除,"16067882803288067777132665"""
MK2204,保留,"16067882794428355548282665"""
MK21971,删除,"16067883858014259610412665"""
MK21971,保留,"16067883750786206766792665"""
MK21254,保留,"16067882874140263726472665"""
MK21254,删除,"16067882869937571118992665"""
MK5468,保留,"16067882819714639478332665"""
MK5468,删除,"16067882799512523082542665"""
MK2841,保留,"16067882809644115568952665"""
MK2841,删除,"16067882795017235827042665"""
MK15727,保留,"16067883730971475808972665"""
MK15727,删除,"16067883730827862837252665"""
MK21255,保留,"16067882875159312309002665"""
MK21255,删除,"16067882869906198206992665"""
MK6333,保留,"16067882812882622055892665"""
MK6333,删除,"16067882802491317786952665"""
MK4834,保留,"16067882808824213513922665"""
MK4834,删除,"16067882801996389436662665"""
MK11969,删除,"16067883863438333546192665"""
MK11969,删除,"16067883736721866110452665"""
MK11969,保留,"16067882869480895301832665"""
MK5422,保留,"16067882806189183967812665"""
MK5422,删除,"16067882799435850721362665"""
MK22682,保留,"16067883226589978136732665"""
MK22682,删除,"16067883214140444521862665"""
MK3598,保留,"16067882815968287626522665"""
MK3598,删除,"16067882809390612323482665"""
MK22919,保留,"16067883226401905550972665"""
MK22919,删除,"16067883223506158067892665"""
MK5182,保留,"16067882808801396499532665"""
MK5182,删除,"16067882797457481900902665"""
MK12276,保留,"16067883901115095294672665"""
MK12276,删除,"16067883858219444484122665"""
MK12276,删除,"16067883750630345948282665"""
MK22826,保留,"16067883230809951274752665"""
MK22826,删除,"16067883227287238754532665"""
